id,code,day,session_label,session_time,time,room,title,authors,affiliations,source_pdf,source_pages,start_page,end_page
0264,0264,"Monday, June 22",OR1-2D Physical Sensors and MEMS/NEMS 2,13:00-14:30,14:04,Rose 3,Damped Structure for Q control in CMOS-MEMS Beams,"Jhih-Wei Lin, Chun-Pu Tsai, Nilabh Basu, and Wei-Chang Li","National Taiwan University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0264.pdf,2,95,96
0263,0263,"Monday, June 22",OR1-2A Energy and Power and MEMS/NEMS,13:00-14:30,14:06,Grand Ballroom 1,Piezoelectric Vibration Energy Harvester Based on Bilayer Lithium Niobate,"Wei-Bin Fan1, Chih-Yuan Hsiao1, Yu-Sian Lin1, Zhi-Qiang Lee1, Huei-Chun Zeng3, Hung-Tsai Wu3, and Ming-Huang Li1, 2","National Tsing Hua University, Taiwan [1], Industrial Technology Research Institute, Taiwan [2]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0263.pdf,2,97,98
0438,0438,"Monday, June 22",OR1-2B Self Organized 1 In-body/Intracellular Cybernetic Avatars,13:00-14:30,14:15,Rose 1,Droplet-Based Microfluidic Platform for Time-Lapse Monitoring of Cellular Responses to Nano-Artifact Exposure,"S. Sakuma1,*, Y. Yamanishi1, K. Dodo2, T. Kamatani3, Y. Shirasaki4, C.-H. D. Tsai5, S. Yotsumoto6, N. Kimura7, S. S. Sugano8","Kyushu University, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0438.pdf,2,99,100
0202,0202,"Monday, June 22",OR1-2E Bio/Medical Sensors and MEMS/NEMS 2,13:00-14:30,14:16,Plum Blossom 2,Development of a Modular Multi-Organ-on-Chip Platform for Drug Screening Applications,"Jui-Wei Chen1, Yi-Wun Ke1, Yun-Jie Hao1, Rou-Ya Zhao1, Fan-Gang Tseng1, 2,*","National Tsing Hua University, Taiwan [1], Research Center for Applied Sciences, Academia Sinica, Taiwan [2]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0202.pdf,2,101,102
0236,0236,"Monday, June 22",OR1-2C Optical MEMS 1,13:00-14:30,14:16,Rose 2,"Control of Strain Response in Modal-Interference-Based Plastic Optical Fiber Sensors via Double-Side Reactive Ion Etching Motoki Kochi [1], Koyo Shibuta [1], Keito Ishida [1], Yuri Wada [2], Taiki Kumagai [3], Keita","S. Shirai4, C.-Y. Lo5, H. Lee3, Y. Mizuno4, and D. Yamane1,2","Ritsumeikan University, Japan [1], Shibaura Institute of Technology, Japan [2], Yokohama National University, Japan [3], National Tsing Hua University, Taiwan [4]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0236.pdf,2,103,104
0273,0273,"Monday, June 22",OR1-2D Physical Sensors and MEMS/NEMS 2,13:00-14:30,14:16,Rose 3,Bimodal Physical Sensor for Real-Time Quantitative Softness Evaluation in Epoxy Molding Compound Packaging,D. H. Lee and J. W. Choi*,"Chung-Aug University, Korea",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0273.pdf,2,105,106
0329,0329,"Monday, June 22",OR1-2A Energy and Power and MEMS/NEMS,13:00-14:30,14:18,Grand Ballroom 1,Performance Enhancement of a Frequency Conversion Interposer for MEMS Vibration Energy Harvesters using Bistable Buckled Beams,"K. Morishita1, Y. Takata1, Y. Tanaka1, G. Hashiguchi2, H. Toshiyoshi3, and T. Suzuki1","Gunma University, Japan [1], Shizuoka University, Japan [2], The University of Tokyo, Japan [3]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0329.pdf,2,107,108
0134,PO1-02,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,On-Chip Calorimetric Thermal Flow-Rate Sensor Using FEP Thin-Film for Microfluidic System,"Yen-Hsi Chen1, Zhong-Wei Lin1, Kao-Mai Shen1, Hiroyuki Fujita1,2, Sheng-Shian Li1, Kyojiro Morikawa1,3,4, Takehiko Kitamori1,4,5, Chihchen Chen1","National Tsing Hua University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0134.pdf,2,109,110
0137,PO1-03,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Development of an Innovative Nanocomposite Electrochemical Biosensor for Monitoring Immune Cytokines Associated with PD-L1 Exosome–Mediated Immunoregulation,"Wei-Zhe Jian1 , and Yi-Kuang Yen2","National Taipei University of Technology, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0137.pdf,1,111,111
0139,PO1-04,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Non-Enzymatic Electrochemical Detection of Uric Acid Using a Molecularly Imprinted Polymer Electrode,"Hironaga Kawai1, Daigo Saito2, and Hiroyuki Kudo2","Meiji University, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0139.pdf,2,112,113
0159,PO1-06,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Copper Ion Sensing Based on the Principle of LSPR using Au@AgNPs-Go,"Fei-Li Cheng, and Chun-Yu Li","National Yunlin University of Science and Technology, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0159.pdf,2,114,115
0163,PO1-07,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Biodegradable MXene-Bamboo Cellulose Paper Electrodes Enabling Green Wearable Transducers and EMG-Driven Exoskeleton Control,"Tung-Li Hung1, Chia-Hao Kuo2, Pulikkutty Subramaniyan2, Shan-Chu Yu1, and Tzu-En Lin2*","National Yang Ming Chiao Tung University, Taiwan [1], National Taiwan University, Taiwan [2]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0163.pdf,2,116,117
0171,PO1-08,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Gold nanoparticles–modified graphene oxide for PH sensing,"Yu-Hsi Chang, Chun-Yu Li","National Yunlin University of Science and Technology, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0171.pdf,2,118,119
0178,PO1-09,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Non-Invasive Complex Dielectric Constant Sensing System for Real-Time Monitoring in Bioprocesses,"Hua-En Shih1, Ya-Fu Liou1, Yu-Wei Chiang1, Kun-Ta Wu2, Sheng-Yu Peng3,4, Chii-Wann Lin1,5","National Taiwan University, Taiwan [1], Industrial Technology Research Institute, Taiwan [2], National Yang Ming Chiao Tung University, Taiwan [3]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0178.pdf,2,120,121
0180,PO1-10,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Clinical Evaluation of a Rapid Urine Uric Acid Biosensor with Readout Circuit for Early Detection of Arthritis,"Tzu-Wei Chung 1, Wei-Lun Yen 1, Bing-Hong Chen 1, Yi-Huan Chang 1, Yun-Yu Hsieh 1, Wei-Cheng Lin1,2,3and Mei-Ching Yu3","Chang Gung University, Taiwan [1], Chang Gung Memorial Hospital, Taiwan [2]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0180.pdf,2,122,123
0195,PO1-11,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,In Vitro Validation of a Balloon Catheter MEMS Flow Sensor System Using Body Temperature Regulated Respiratory Airflow,"J. Yoshida1, M. S. Al Farisi1,2, Y. Hasegawa1, M. Matsushima3, T. Kawabe3, and M. Shikida1","Hiroshima City University, Japan [1], Kyushu Institute of Technology, Japan [2], Nagoya University, Japan [3]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0195.pdf,2,124,125
0198,PO1-12,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Scattered-Light-Based Optofluidic Waveguide Sensor for High-Resolution Biomedical Sensing,"D. Barshilia1, and G. E. Chang2","National Chung Cheng University, Taiwan [1], National Yang Ming Chiao Tung University, Taiwan [2]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0198.pdf,3,126,128
0204,PO1-15,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Biofluorometric Acetone Sensor for Exhaled Breath Condensates and Its Evaluation,"Geng Zhang, Kenta Ichikawa, Kenta Iitani, Yoshikazu Nakajima, Kohji Mitsubayashi*","Institute of Science Tokyo, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0204.pdf,2,129,130
0109,PO1-19,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Development of Highly Sensitive Ethanol Sensing Using MEMS Technology,"C. H. Hsieh1, B. Y. Liu1, R. P. Yang1 and C. C. Chou1","National Sun Yat-sen University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0109.pdf,2,131,132
0138,PO1-20,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,A Portable Graphene/ZnO Nanocomposite Paper-Based Chemiresistive Sensor for Lead Ion Detection,"Yi-En Yang1 , and Yi-Kuang Yen2","National Taipei University of Technology, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0138.pdf,1,133,133
0141,PO1-21,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Enhancement of CMOS-MEMS Fringe-Field Capacitive Humidity Sensor Sensitivity via Electrode Design,"Y. L. Hsu1, Y. C. Li2 , Y. Y. Huang1, and W. L. Fang1 2","National Tsing Hua University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0141.pdf,2,134,135
0151,PO1-22,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Novel MIM Thin-Film Ultraviolet Sensor,"You-Jun Luo, I-Nan Chang","Feng Chia University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0151.pdf,2,136,137
0452,PO1-23,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Influence of Magnetic Fields on the Formation Kinetics of Copper(II) Hydroxide: Quantitative Concentration Analysis via Rate-Curve Integration,"Yi Lee, Chiung-Yi Huang and Che-Hsin Lin","National Sun Yat-sen University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0452.pdf,2,138,139
0184,PO1-24,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Modification of Copper Nanowire for Antibiofouling Dissolved Oxygen Sensing Devices and High Sensitivity Nitrate Detection,"Brasstira Yuva Wardhana1, Chieh Li1, Jing-Ju Ho1, Jung-Hsin Jen1, Pin-Hsuan Lin2, Mia Rinawati1, KuanJung Chen2, Min-Hsin Yeh1,3*","National Taiwan University of Science and Technology, Taiwan [1], Might Electronic Co, Ltd, Taiwan [2]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0184.pdf,2,140,141
0206,PO1-25,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Development of CuNi-LDH/BTC/MWCNT Nanocomposite Non-enzymatic Electrochemical Sensor for Rapid Detection of Diphenylamine in Agricultural Products,"Chih-Fang Lai, Yu-Chi Wang, Ren-Jei Chung*","National Taipei University of Technology, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0206.pdf,1,142,142
0218,PO1-26,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Dual-Mode Sweat Urea Sensor Based on Ti3C2Tx MXene/CuO Nanocomposites with Integrated Colorimetric–Electrochemical Detection and Data-Driven Optimization,"T. Laochai1, H. Nishihar2, J. Qin3, M. Okhawilaid4, J. Wang5, N. Rodthongkum6,7, W. Sukmas1, 7","Chulalongkorn University, Thailand [1], Tohoku University, Japan [2], University of California San Diego, USA [3]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0218.pdf,2,143,144
0371,PO1-28,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Indium Oxide Nanobrick Base Portable Gas Sensor for Indoor Environmental Ozone Monitoring,"Jing-Cheng Hsu, Heh-Nan Lin","National Tsing Hua University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0371.pdf,2,145,146
0103,PO1-31,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Facile Fabrication of Titanium Probes and Cantilevers via Electrolytic Etching,"Y.Takano, Y.QIN, K.Ogiwara, N.Soma, M.Sohgawa, and T.Abe","Niigata University, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0103.pdf,2,147,148
0110,PO1-32,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,High Performance and Long-Life Electrochemical Reference Electrode Fabricated with High-Density AgCl and AgBr Structure Transformation,Bin-Wey Lu and Che-Hsin Lin,"National Sun Yat-sen University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0110.pdf,2,149,150
0127,PO1-33,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Wireless QCR Sensor with Electrodeless Electrical Feedthrough Utilizing a High-Dielectric Crystal Substrate,"T.Yamanaka, H.Inaba, S.Deto, M.Sohgawa, and T. Abe","Niigata University, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0127.pdf,2,151,152
0188,PO1-35,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Analysis of Aging Patterns and Mechanisms According to Temperature of BaTiO3 Multi-Layer Ceramic Capacitor,"Tae-Soo Yeo1, and Wook Jo1,*","Ulsan National Institute of Science and Technology, Korea",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0188.pdf,2,153,154
0194,PO1-36,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Laser Induced Graphene Thermal Airflow Sensor for Microcatheter Actuator Respiration Measurement Inside Lung Bronchioles,"A. Hirayama1, M. S. Al Farisi1,2, Y. Hasegawa1, M. Matsushima3, T. Kawabe3, and M. Shikida1","Hiroshima City University, Japan [1], Kyushu Institute of Technology, Japan [2], Nagoya University, Japan [3]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0194.pdf,2,155,156
0175,PO1-39,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Surface Modification of Nanofluidic Channels and Nano-Valve for Reversed- Phase fL Chromatography,"Wei-Jen Chien , Chihchen Chen1, Yukata Kazoe2, Takehiko Kitamori1,3,4, Kyojiro Morikawa1,3,5","National Tsing Hua University, Taiwan [1], Keio University, Japan [2], Lund University, Sweden [3], The University of Tokyo, Japan [4]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0175.pdf,2,157,158
0240,PO1-41,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Liquid Flow Enhancement through the Electro-Wetting in Graphene nanochannel,"K. T. Chen¹, J. K. Huang¹","National Central University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0240.pdf,2,159,160
0278,PO1-42,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Engineering Bilayer 2D MOF/Metallic MoS2 Nanofluidic Ion Channels Enabling Rectified Ion Transport for Ultrahigh Osmotic Energy Harvesting,"Fery Prasetyo1 and Li-Hsien Yeh1,2","National Taiwan University of Science and Technology, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0278.pdf,2,161,162
0121,PO1-45,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Luminance-Induced Acceleration of Degradation in Green Quantum Dot Color Conversion Layers,"Yu-Xiang Sun, Chen-En Tsai, Yu-Cheng Lin, Cheng-Han Lee, and Chun-Yu Li","National Yunlin University of Science and Technology, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0121.pdf,2,163,164
0143,PO1-46,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,CMOS-MEMS Thermoelectric IR Sensor with SHA absorber,"Yu-Nuo Liu1, Zhi-Xuan Dai1*","National Chung Hsing University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0143.pdf,2,165,166
0102,PO1-48,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Biaxial Optical Cantilever by Using 2D Diffraction Grating and Sampling Moiré Method,"Soya Sato1,2, Toshihiro Shiratori1, Yuki Okamoto2, Yusuke Takei2 and Hidetoshi Takahashi1","Keio University, Japan [1], National Institute of Advanced Industrial Science and Technology, Japan [2]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0102.pdf,2,167,168
0104,PO1-49,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Enhancement of Thermal Resistance and Thermal Capacity in CMOS-MEMS Airflow Sensing Hub for Fast Response and Energy Efficiency,"Ming-Hsuan Huang , Yu-Lin Hsu , Yuanyuan Huang2, Yung-Chen Li1, Mei-Feng Lai1,2 and Weileun Fang1,2","National Tsing Hua University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0104.pdf,2,169,170
0117,PO1-50,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Detection Characteristics in Wide Range Gold Proof-Mass Single-Axis MEMS Capacitive Accelerometer and Its Application,"C. Mukaide, T. Yamada, T. Kurioka, K. Machida, C. Chen, T. M. Chang, Y. Miyake, M. Sone, and H. Ito","Institute of Science Tokyo, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0117.pdf,2,171,172
0192,PO1-56,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Enhancing Transparency and Piezoelectric Property in Polycrystalline 0.4Pb(Mg1/3Nb2/3)O3–0.22PbZrO3-0.38PbTiO3 Ceramics through Compositional Engineering and Pressureless Sintering,"Yeon-Bee Han1, Dong Ho Seo1, and Wook Jo2","Ulsan National Institute of Science and Technology, Korea",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0192.pdf,2,173,174
0437,0437,"Monday, June 22",OR1-3B Self Organized 2 In-Body/Intracellular Cybernetic Avatars,16:00-17:30,16:00,Rose 1,Cyto-Transducers for Visualization of Designed Cell-Cell Communications,"N. Kimura1, Y. Yamanishi2, and S. Sakuma2","Tokyo University of Agriculture and Technology, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0437.pdf,2,175,176
0444,0444,"Monday, June 22",OR1-3B Self Organized 2 In-Body/Intracellular Cybernetic Avatars,16:00-17:30,16:15,Rose 1,Optical Immunotransducer as an Evaluation Platform for Designed Cell-Cell Communication,"Y. Shirasaki1*, Z. Yang1, N. Suzuki1, M. Yamagishi2, S. S. Sugano3, S. Yotsumoto4, T. M. Loo5, X. Zhou5, K. Dodo6, S. Sakuma7, A. Takahashi5, T. Kamatani5, Yoko Yamanishi7","The University of Tokyo, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0444.pdf,2,177,178
0439,0439,"Monday, June 22",OR1-3B Self Organized 2 In-Body/Intracellular Cybernetic Avatars,16:00-17:30,16:30,Rose 1,Construction of Bio-Fate: A Platform Integrating Live-Cell Phenotypic Profiling and Precision Manipulation,"T. Kamatani1,*, Y. Yamanishi2, K. Dodo3, S. Sakuma2, Y. Shirasaki4, A. Takahashi1, S. Yotsumoto5, S. S. Sugano6","Japanese Foundation for Cancer Research, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0439.pdf,2,179,180
0108,0108,"Monday, June 22",OR1-3E Bio/Medical Sensors and MEMS/NEMS 3,16:00-17:30,16:40,Plum Blossom 2,Sensitivity Enhancement of EGFET-Based AFP Detection via Localized Thermal Regulation using an Integrated Microheater,"C. H. Hsieh1, C. C. Chou1, H. Su2, Z. Y. Chen1 and I. Y. Huang1","National Sun Yat-sen University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0108.pdf,2,181,182
0361,0361,"Monday, June 22",OR1-3D Micro/Nano Fluidics 1,16:00-17:30,16:40,Rose 3,Phase Optimization for Efficient Three-Phase Pressure-Driven Droplet Rotation Using Real-Time Position Feedback,"Masashi Kobayashi1, Daiki Tanaka1,2, Risa Fujita2, Shuichi Shoji2 and Masahiro Furuya1,2","Waseda University, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0361.pdf,2,183,184
0432,0432,"Monday, June 22",OR1-3C Novel Application of MEMS/NEMS Systems 1,16:00-17:30,16:40,Rose 2,Ion Wind Electrohydrodynamic Nebulisation for Drug Delivery Application,V. T. Dau and T. H. Vu,"Griffith University, Australia",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0432.pdf,2,185,186
0405,0405,"Monday, June 22",OR1-3B Self Organized 2 In-Body/Intracellular Cybernetic Avatars,16:00-17:30,16:45,Rose 1,Photopatternable Drying-Resistant Conductive Hydrogel Integrated into Organ Models for Functional Evaluation of In-body Cybernetic Avatars,"H. Maruyama1, K. Kawafuku1, T. Yura2, and T. Hoshino1","Nagoya University, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0405.pdf,2,187,188
0128,0128,"Monday, June 22",OR1-3C Novel Application of MEMS/NEMS Systems 1,16:00-17:30,16:52,Rose 2,Self-Powered Bioinspired Octopus Suckers for Underwater Object Recognition and Tactile Sensing,"Feng-Chi Pai, Yi-Tsung Su, Lung-Hao Hu, and Ching-Te Kuo","National Sun Yat-sen University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0128.pdf,2,189,190
0237,0237,"Monday, June 22",OR1-3E Bio/Medical Sensors and MEMS/NEMS 3,16:00-17:30,16:52,Plum Blossom 2,"Deep-Brain Implantable Sensor for In Vivo Extracellular Chemical Sensing in the Brain Shogo Fukushima, Yuto Nakamura, Hiroshi Horiuchi, Yasuyuki Kimura, Hideo Doi, Takeshi","Hideo Doi, Takeshi Hizawa, Yoshiko Noda, Tomoko Horio, Yong-Joon Choi, Kazuhiro Takahashi, Toshihiko Noda, and Kazuaki Sawada","Toyohashi University of Technology, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0237.pdf,2,191,192
0384,0384,"Monday, June 22",OR1-3D Micro/Nano Fluidics 1,16:00-17:30,16:52,Rose 3,Low-Concentration Crosslinking Enables Stable Embedded Bioprinting Via a Gelatin–Xanthan Gum Support Bath,"Sara Ito¹, Mizrab Fatima , Shunya Okamoto1, Takayuki Shibata1, Tuhin Subhra Santra1, Moeto Nagai1","Toyohashi University of Technology, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0384.pdf,2,193,194
0373,0373,"Monday, June 22",OR1-3B Self Organized 2 In-Body/Intracellular Cybernetic Avatars,16:00-17:30,17:00,Rose 1,Capsule for Intestinal Surface Sampling: Sealing Mechanism for Preventing Cross-Contamination of Collected Samples,"Huaiyi Zhang, Yuguo Dai, and Fumihito Arai*","The University of Tokyo, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0373.pdf,2,195,196
0186,0186,"Monday, June 22",OR1-3C Novel Application of MEMS/NEMS Systems 1,16:00-17:30,17:04,Rose 2,Long-Term Stability of the Threshold Voltage of a MOS Structure with a Potassium Ion Electret,"Yoshtaka Ikeda1, Masaya Iwanaga1, Hiroaki Honma1, Hiroshi Toshiyoshi2, Akio Uesugi1, Koji Sugano1, and Yoshitada Isono1","Kobe University, Japan [1], The University of Tokyo, Japan [2]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0186.pdf,2,197,198
0243,0243,"Monday, June 22",OR1-3E Bio/Medical Sensors and MEMS/NEMS 3,16:00-17:30,17:04,Plum Blossom 2,Development of a Gold Screen-Printed Electrode-Based Electrochemical Impedance Immunosensor for Rapid Detection of SAA1 as an ARDS Biomarker,"T. H. Chang1, C. Y. Chang2, C. J. Huang2, I. L. Tsai3, Y. W. Lu 1","National Taiwan University, Taiwan [1], Taipei Medical University, Taiwan [2]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0243.pdf,2,199,200
0387,0387,"Monday, June 22",OR1-3D Micro/Nano Fluidics 1,16:00-17:30,17:04,Rose 3,Microscaled Flow and Particle Adhesion on Villi in Actuated Small Intestinal Channel,"Y. Shiraiwa1, K. Komatsu1, S. Kuriu2, N. Yamamoto3, and T. Ishida1","Institute of Science Tokyo, Japan [1], Ritsumeikan University, Japan [2], Juntendo University, Japan [3]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0387.pdf,2,201,202
0445,0445,"Monday, June 22",OR1-3B Self Organized 2 In-Body/Intracellular Cybernetic Avatars,16:00-17:30,17:15,Rose 1,On-Chip Biomimetic Platform for Functional Evaluations of Avatar Cells,"H. Wada1, T. Ishiguro1, Yu Xueping1, and T. Hayakawa1","Chuo University, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0445.pdf,2,203,204
0242,0242,"Monday, June 22",OR1-3C Novel Application of MEMS/NEMS Systems 1,16:00-17:30,17:16,Rose 2,Automated System for Dispensing Solutes into Droplets with Common Concentration Difference,"S. Bono1, K. Arai2, S. Konishi1, 2","Ritsumeikan University, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0242.pdf,2,205,206
0411,0411,"Monday, June 22",OR1-3D Micro/Nano Fluidics 1,16:00-17:30,17:16,Rose 3,Design and Fabrication of an Ultra-Thin Capillary-Assisted Microfluidic Chip for Medium Exchange in Microscopy,"Jia-Lin Zhan1, Shiuan-Jie Tsai2, Kuan-Ju Lu2, and Ya-Yu Chiang1*","National Taiwan University, Taiwan [1], National Chung Hsing University, Taiwan [2]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0411.pdf,2,207,208
0113,0113,"Tuesday, June 23",OR2-1C Novel Application of MEMS/NEMS System 2,11:15-12:25,11:35,Rose 2,Delay Free and Mask Free Reservoir Computing Using CMOS-MEMS Vibro- Impact Resonator,"Nilabh Basu1, and Wei-Chang Li1,2","National Taiwan University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0113.pdf,2,209,210
