id,code,day,session_label,session_time,time,room,title,authors,affiliations,source_pdf,source_pages,start_page,end_page
0202,0202,"Monday, June 22",OR1-2E Bio/Medical Sensors and MEMS/NEMS 2,13:00-14:30,14:16,Plum Blossom 2,Development of a Modular Multi-Organ-on-Chip Platform for Drug Screening Applications,"Jui-Wei Chen, Yi-Wun Ke, Yun-Jie Hao, Rou-Ya Zhao, Fan-Gang Tseng","National Tsing Hua University, Taiwan [1], Research Center for Applied Sciences, Academia Sinica, Taiwan [2]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0202.pdf,2,101,102
0236,0236,"Monday, June 22",OR1-2C Optical MEMS 1,13:00-14:30,14:16,Rose 2,"Control of Strain Response in Modal-Interference-Based Plastic Optical Fiber Sensors via Double-Side Reactive Ion Etching Motoki Kochi [1], Koyo Shibuta [1], Keito Ishida [1], Yuri Wada [2], Taiki Kumagai [3], Keita","S. Shirai, C.-Y. Lo, H. Lee, Y. Mizuno, D. Yamane","Ritsumeikan University, Japan [1], Shibaura Institute of Technology, Japan [2], Yokohama National University, Japan [3], National Tsing Hua University, Taiwan [4]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0236.pdf,2,103,104
0273,0273,"Monday, June 22",OR1-2D Physical Sensors and MEMS/NEMS 2,13:00-14:30,14:16,Rose 3,Bimodal Physical Sensor for Real-Time Quantitative Softness Evaluation in Epoxy Molding Compound Packaging,"D. H. Lee, J. W. Choi","Chung-Aug University, Korea",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0273.pdf,2,105,106
0329,0329,"Monday, June 22",OR1-2A Energy and Power and MEMS/NEMS,13:00-14:30,14:18,Grand Ballroom 1,Performance Enhancement of a Frequency Conversion Interposer for MEMS Vibration Energy Harvesters using Bistable Buckled Beams,"K. Morishita, Y. Takata, Y. Tanaka, G. Hashiguchi, H. Toshiyoshi, T. Suzuki","Gunma University, Japan [1], Shizuoka University, Japan [2], The University of Tokyo, Japan [3]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0329.pdf,2,107,108
0134,PO1-02,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,On-Chip Calorimetric Thermal Flow-Rate Sensor Using FEP Thin-Film for Microfluidic System,"Yen-Hsi Chen, Zhong-Wei Lin, Kao-Mai Shen, Hiroyuki Fujita, Sheng-Shian Li, Kyojiro Morikawa, Takehiko Kitamori, Chihchen Chen","National Tsing Hua University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0134.pdf,2,109,110
0137,PO1-03,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Development of an Innovative Nanocomposite Electrochemical Biosensor for Monitoring Immune Cytokines Associated with PD-L1 Exosome–Mediated Immunoregulation,"Wei-Zhe Jian, Yi-Kuang Yen","National Taipei University of Technology, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0137.pdf,1,111,111
0139,PO1-04,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Non-Enzymatic Electrochemical Detection of Uric Acid Using a Molecularly Imprinted Polymer Electrode,"Hironaga Kawai, Daigo Saito, Hiroyuki Kudo","Meiji University, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0139.pdf,2,112,113
0159,PO1-06,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Copper Ion Sensing Based on the Principle of LSPR using Au@AgNPs-Go,"Fei-Li Cheng, Chun-Yu Li","National Yunlin University of Science and Technology, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0159.pdf,2,114,115
0163,PO1-07,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Biodegradable MXene-Bamboo Cellulose Paper Electrodes Enabling Green Wearable Transducers and EMG-Driven Exoskeleton Control,"Tung-Li Hung, Chia-Hao Kuo, Pulikkutty Subramaniyan, Shan-Chu Yu, Tzu-En Lin","National Yang Ming Chiao Tung University, Taiwan [1], National Taiwan University, Taiwan [2]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0163.pdf,2,116,117
0171,PO1-08,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Gold nanoparticles–modified graphene oxide for PH sensing,"Yu-Hsi Chang, Chun-Yu Li","National Yunlin University of Science and Technology, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0171.pdf,2,118,119
0178,PO1-09,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Non-Invasive Complex Dielectric Constant Sensing System for Real-Time Monitoring in Bioprocesses,"Hua-En Shih, Ya-Fu Liou, Yu-Wei Chiang, Kun-Ta Wu, Sheng-Yu Peng, Chii-Wann Lin","National Taiwan University, Taiwan [1], Industrial Technology Research Institute, Taiwan [2], National Yang Ming Chiao Tung University, Taiwan [3]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0178.pdf,2,120,121
0180,PO1-10,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Clinical Evaluation of a Rapid Urine Uric Acid Biosensor with Readout Circuit for Early Detection of Arthritis,"Tzu-Wei Chung, Wei-Lun Yen, Bing-Hong Chen, Yi-Huan Chang, Yun-Yu Hsieh, Wei-Cheng Lin, and Mei-Ching Yu","Chang Gung University, Taiwan [1], Chang Gung Memorial Hospital, Taiwan [2]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0180.pdf,2,122,123
0195,PO1-11,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,In Vitro Validation of a Balloon Catheter MEMS Flow Sensor System Using Body Temperature Regulated Respiratory Airflow,"J. Yoshida, M. S. Al Farisi, Y. Hasegawa, M. Matsushima, T. Kawabe, M. Shikida","Hiroshima City University, Japan [1], Kyushu Institute of Technology, Japan [2], Nagoya University, Japan [3]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0195.pdf,2,124,125
0198,PO1-12,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Scattered-Light-Based Optofluidic Waveguide Sensor for High-Resolution Biomedical Sensing,"D. Barshilia, G. E. Chang","National Chung Cheng University, Taiwan [1], National Yang Ming Chiao Tung University, Taiwan [2]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0198.pdf,3,126,128
0204,PO1-15,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Biofluorometric Acetone Sensor for Exhaled Breath Condensates and Its Evaluation,"Geng Zhang, Kenta Ichikawa, Kenta Iitani, Yoshikazu Nakajima, Kohji Mitsubayashi","Institute of Science Tokyo, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0204.pdf,2,129,130
0109,PO1-19,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Development of Highly Sensitive Ethanol Sensing Using MEMS Technology,"C. H. Hsieh, B. Y. Liu, R. P. Yang, C. C. Chou","National Sun Yat-sen University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0109.pdf,2,131,132
0138,PO1-20,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,A Portable Graphene/ZnO Nanocomposite Paper-Based Chemiresistive Sensor for Lead Ion Detection,"Yi-En Yang, Yi-Kuang Yen","National Taipei University of Technology, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0138.pdf,1,133,133
0141,PO1-21,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Enhancement of CMOS-MEMS Fringe-Field Capacitive Humidity Sensor Sensitivity via Electrode Design,"Y. L. Hsu, Y. C. Li, Y. Y. Huang, W. L. Fang","National Tsing Hua University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0141.pdf,2,134,135
0151,PO1-22,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Novel MIM Thin-Film Ultraviolet Sensor,"You-Jun Luo, I-Nan Chang","Feng Chia University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0151.pdf,2,136,137
0452,PO1-23,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Influence of Magnetic Fields on the Formation Kinetics of Copper(II) Hydroxide: Quantitative Concentration Analysis via Rate-Curve Integration,"Yi Lee, Chiung-Yi Huang, Che-Hsin Lin","National Sun Yat-sen University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0452.pdf,2,138,139
0184,PO1-24,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Modification of Copper Nanowire for Antibiofouling Dissolved Oxygen Sensing Devices and High Sensitivity Nitrate Detection,"Brasstira Yuva Wardhana, Chieh Li, Jing-Ju Ho, Jung-Hsin Jen, Pin-Hsuan Lin, Mia Rinawati, KuanJung Chen, Min-Hsin Yeh","National Taiwan University of Science and Technology, Taiwan [1], Might Electronic Co, Ltd, Taiwan [2]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0184.pdf,2,140,141
0206,PO1-25,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Development of CuNi-LDH/BTC/MWCNT Nanocomposite Non-enzymatic Electrochemical Sensor for Rapid Detection of Diphenylamine in Agricultural Products,"Chih-Fang Lai, Yu-Chi Wang, Ren-Jei Chung","National Taipei University of Technology, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0206.pdf,1,142,142
0218,PO1-26,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Dual-Mode Sweat Urea Sensor Based on Ti3C2Tx MXene/CuO Nanocomposites with Integrated Colorimetric–Electrochemical Detection and Data-Driven Optimization,"T. Laochai, H. Nishihar, J. Qin, M. Okhawilaid, J. Wang, N. Rodthongkum, W. Sukmas","Chulalongkorn University, Thailand [1], Tohoku University, Japan [2], University of California San Diego, USA [3]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0218.pdf,2,143,144
0371,PO1-28,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Indium Oxide Nanobrick Base Portable Gas Sensor for Indoor Environmental Ozone Monitoring,"Jing-Cheng Hsu, Heh-Nan Lin","National Tsing Hua University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0371.pdf,2,145,146
0103,PO1-31,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Facile Fabrication of Titanium Probes and Cantilevers via Electrolytic Etching,"Y.Takano, Y.QIN, K.Ogiwara, N.Soma, M.Sohgawa, T.Abe","Niigata University, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0103.pdf,2,147,148
0110,PO1-32,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,High Performance and Long-Life Electrochemical Reference Electrode Fabricated with High-Density AgCl and AgBr Structure Transformation,"Bin-Wey Lu, Che-Hsin Lin","National Sun Yat-sen University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0110.pdf,2,149,150
0127,PO1-33,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Wireless QCR Sensor with Electrodeless Electrical Feedthrough Utilizing a High-Dielectric Crystal Substrate,"T.Yamanaka, H.Inaba, S.Deto, M.Sohgawa, T. Abe","Niigata University, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0127.pdf,2,151,152
0188,PO1-35,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Analysis of Aging Patterns and Mechanisms According to Temperature of BaTiO3 Multi-Layer Ceramic Capacitor,"Tae-Soo Yeo, Wook Jo","Ulsan National Institute of Science and Technology, Korea",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0188.pdf,2,153,154
0194,PO1-36,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Laser Induced Graphene Thermal Airflow Sensor for Microcatheter Actuator Respiration Measurement Inside Lung Bronchioles,"A. Hirayama, M. S. Al Farisi, Y. Hasegawa, M. Matsushima, T. Kawabe, M. Shikida","Hiroshima City University, Japan [1], Kyushu Institute of Technology, Japan [2], Nagoya University, Japan [3]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0194.pdf,2,155,156
0175,PO1-39,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Surface Modification of Nanofluidic Channels and Nano-Valve for Reversed- Phase fL Chromatography,"Wei-Jen Chien, Chihchen Chen, Yukata Kazoe, Takehiko Kitamori, Kyojiro Morikawa","National Tsing Hua University, Taiwan [1], Keio University, Japan [2], Lund University, Sweden [3], The University of Tokyo, Japan [4]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0175.pdf,2,157,158
0240,PO1-41,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Liquid Flow Enhancement through the Electro-Wetting in Graphene nanochannel,"K. T. Chen, J. K. Huang","National Central University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0240.pdf,2,159,160
0278,PO1-42,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Engineering Bilayer 2D MOF/Metallic MoS2 Nanofluidic Ion Channels Enabling Rectified Ion Transport for Ultrahigh Osmotic Energy Harvesting,"Fery Prasetyo, Li-Hsien Yeh","National Taiwan University of Science and Technology, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0278.pdf,2,161,162
0121,PO1-45,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Luminance-Induced Acceleration of Degradation in Green Quantum Dot Color Conversion Layers,"Yu-Xiang Sun, Chen-En Tsai, Yu-Cheng Lin, Cheng-Han Lee, Chun-Yu Li","National Yunlin University of Science and Technology, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0121.pdf,2,163,164
0143,PO1-46,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,CMOS-MEMS Thermoelectric IR Sensor with SHA absorber,"Yu-Nuo Liu, Zhi-Xuan Dai","National Chung Hsing University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0143.pdf,2,165,166
0102,PO1-48,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Biaxial Optical Cantilever by Using 2D Diffraction Grating and Sampling Moiré Method,"Soya Sato, Toshihiro Shiratori, Yuki Okamoto, Yusuke Takei, Hidetoshi Takahashi","Keio University, Japan [1], National Institute of Advanced Industrial Science and Technology, Japan [2]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0102.pdf,2,167,168
0104,PO1-49,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Enhancement of Thermal Resistance and Thermal Capacity in CMOS-MEMS Airflow Sensing Hub for Fast Response and Energy Efficiency,"Ming-Hsuan Huang, Yu-Lin Hsu, Yuanyuan Huang, Yung-Chen Li, Mei-Feng Lai, Weileun Fang","National Tsing Hua University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0104.pdf,2,169,170
0117,PO1-50,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Detection Characteristics in Wide Range Gold Proof-Mass Single-Axis MEMS Capacitive Accelerometer and Its Application,"C. Mukaide, T. Yamada, T. Kurioka, K. Machida, C. Chen, T. M. Chang, Y. Miyake, M. Sone, H. Ito","Institute of Science Tokyo, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0117.pdf,2,171,172
0192,PO1-56,"Monday, June 22",Poster Session PO1,14:30-16:00,14:30,Grand Ballroom 2,Enhancing Transparency and Piezoelectric Property in Polycrystalline 0.4Pb(Mg1/3Nb2/3)O3–0.22PbZrO3-0.38PbTiO3 Ceramics through Compositional Engineering and Pressureless Sintering,"Yeon-Bee Han, Dong Ho Seo, Wook Jo","Ulsan National Institute of Science and Technology, Korea",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0192.pdf,2,173,174
0437,0437,"Monday, June 22",OR1-3B Self Organized 2 In-Body/Intracellular Cybernetic Avatars,16:00-17:30,16:00,Rose 1,Cyto-Transducers for Visualization of Designed Cell-Cell Communications,"N. Kimura, Y. Yamanishi, S. Sakuma","Tokyo University of Agriculture and Technology, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0437.pdf,2,175,176
0444,0444,"Monday, June 22",OR1-3B Self Organized 2 In-Body/Intracellular Cybernetic Avatars,16:00-17:30,16:15,Rose 1,Optical Immunotransducer as an Evaluation Platform for Designed Cell-Cell Communication,"Y. Shirasaki, Z. Yang, N. Suzuki, M. Yamagishi, S. S. Sugano, S. Yotsumoto, T. M. Loo, X. Zhou, K. Dodo, S. Sakuma, A. Takahashi, T. Kamatani, Yoko Yamanishi","The University of Tokyo, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0444.pdf,2,177,178
0439,0439,"Monday, June 22",OR1-3B Self Organized 2 In-Body/Intracellular Cybernetic Avatars,16:00-17:30,16:30,Rose 1,Construction of Bio-Fate: A Platform Integrating Live-Cell Phenotypic Profiling and Precision Manipulation,"T. Kamatani, Y. Yamanishi, K. Dodo, S. Sakuma, Y. Shirasaki, A. Takahashi, S. Yotsumoto, S. S. Sugano","Japanese Foundation for Cancer Research, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0439.pdf,2,179,180
0108,0108,"Monday, June 22",OR1-3E Bio/Medical Sensors and MEMS/NEMS 3,16:00-17:30,16:40,Plum Blossom 2,Sensitivity Enhancement of EGFET-Based AFP Detection via Localized Thermal Regulation using an Integrated Microheater,"C. H. Hsieh, C. C. Chou, H. Su, Z. Y. Chen, I. Y. Huang","National Sun Yat-sen University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0108.pdf,2,181,182
0361,0361,"Monday, June 22",OR1-3D Micro/Nano Fluidics 1,16:00-17:30,16:40,Rose 3,Phase Optimization for Efficient Three-Phase Pressure-Driven Droplet Rotation Using Real-Time Position Feedback,"Masashi Kobayashi, Daiki Tanaka, Risa Fujita, Shuichi Shoji, Masahiro Furuya","Waseda University, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0361.pdf,2,183,184
0432,0432,"Monday, June 22",OR1-3C Novel Application of MEMS/NEMS Systems 1,16:00-17:30,16:40,Rose 2,Ion Wind Electrohydrodynamic Nebulisation for Drug Delivery Application,"V. T. Dau, T. H. Vu","Griffith University, Australia",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0432.pdf,2,185,186
0405,0405,"Monday, June 22",OR1-3B Self Organized 2 In-Body/Intracellular Cybernetic Avatars,16:00-17:30,16:45,Rose 1,Photopatternable Drying-Resistant Conductive Hydrogel Integrated into Organ Models for Functional Evaluation of In-body Cybernetic Avatars,"H. Maruyama, K. Kawafuku, T. Yura, T. Hoshino","Nagoya University, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0405.pdf,2,187,188
0128,0128,"Monday, June 22",OR1-3C Novel Application of MEMS/NEMS Systems 1,16:00-17:30,16:52,Rose 2,Self-Powered Bioinspired Octopus Suckers for Underwater Object Recognition and Tactile Sensing,"Feng-Chi Pai, Yi-Tsung Su, Lung-Hao Hu, Ching-Te Kuo","National Sun Yat-sen University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0128.pdf,2,189,190
0237,0237,"Monday, June 22",OR1-3E Bio/Medical Sensors and MEMS/NEMS 3,16:00-17:30,16:52,Plum Blossom 2,"Deep-Brain Implantable Sensor for In Vivo Extracellular Chemical Sensing in the Brain Shogo Fukushima, Yuto Nakamura, Hiroshi Horiuchi, Yasuyuki Kimura, Hideo Doi, Takeshi","Hideo Doi, Takeshi Hizawa, Yoshiko Noda, Tomoko Horio, Yong-Joon Choi, Kazuhiro Takahashi, Toshihiko Noda, Kazuaki Sawada","Toyohashi University of Technology, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0237.pdf,2,191,192
0384,0384,"Monday, June 22",OR1-3D Micro/Nano Fluidics 1,16:00-17:30,16:52,Rose 3,Low-Concentration Crosslinking Enables Stable Embedded Bioprinting Via a Gelatin–Xanthan Gum Support Bath,"Sara Ito, Mizrab Fatima, Shunya Okamoto, Takayuki Shibata, Tuhin Subhra Santra, Moeto Nagai","Toyohashi University of Technology, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0384.pdf,2,193,194
0373,0373,"Monday, June 22",OR1-3B Self Organized 2 In-Body/Intracellular Cybernetic Avatars,16:00-17:30,17:00,Rose 1,Capsule for Intestinal Surface Sampling: Sealing Mechanism for Preventing Cross-Contamination of Collected Samples,"Huaiyi Zhang, Yuguo Dai, Fumihito Arai","The University of Tokyo, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0373.pdf,2,195,196
0186,0186,"Monday, June 22",OR1-3C Novel Application of MEMS/NEMS Systems 1,16:00-17:30,17:04,Rose 2,Long-Term Stability of the Threshold Voltage of a MOS Structure with a Potassium Ion Electret,"Yoshtaka Ikeda, Masaya Iwanaga, Hiroaki Honma, Hiroshi Toshiyoshi, Akio Uesugi, Koji Sugano, Yoshitada Isono","Kobe University, Japan [1], The University of Tokyo, Japan [2]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0186.pdf,2,197,198
0243,0243,"Monday, June 22",OR1-3E Bio/Medical Sensors and MEMS/NEMS 3,16:00-17:30,17:04,Plum Blossom 2,Development of a Gold Screen-Printed Electrode-Based Electrochemical Impedance Immunosensor for Rapid Detection of SAA1 as an ARDS Biomarker,"T. H. Chang, C. Y. Chang, C. J. Huang, I. L. Tsai, Y. W. Lu","National Taiwan University, Taiwan [1], Taipei Medical University, Taiwan [2]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0243.pdf,2,199,200
0387,0387,"Monday, June 22",OR1-3D Micro/Nano Fluidics 1,16:00-17:30,17:04,Rose 3,Microscaled Flow and Particle Adhesion on Villi in Actuated Small Intestinal Channel,"Y. Shiraiwa, K. Komatsu, S. Kuriu, N. Yamamoto, T. Ishida","Institute of Science Tokyo, Japan [1], Ritsumeikan University, Japan [2], Juntendo University, Japan [3]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0387.pdf,2,201,202
0445,0445,"Monday, June 22",OR1-3B Self Organized 2 In-Body/Intracellular Cybernetic Avatars,16:00-17:30,17:15,Rose 1,On-Chip Biomimetic Platform for Functional Evaluations of Avatar Cells,"H. Wada, T. Ishiguro, Yu Xueping, T. Hayakawa","Chuo University, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0445.pdf,2,203,204
0242,0242,"Monday, June 22",OR1-3C Novel Application of MEMS/NEMS Systems 1,16:00-17:30,17:16,Rose 2,Automated System for Dispensing Solutes into Droplets with Common Concentration Difference,"S. Bono, K. Arai, S. Konishi","Ritsumeikan University, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0242.pdf,2,205,206
0411,0411,"Monday, June 22",OR1-3D Micro/Nano Fluidics 1,16:00-17:30,17:16,Rose 3,Design and Fabrication of an Ultra-Thin Capillary-Assisted Microfluidic Chip for Medium Exchange in Microscopy,"Jia-Lin Zhan, Shiuan-Jie Tsai, Kuan-Ju Lu, Ya-Yu Chiang","National Taiwan University, Taiwan [1], National Chung Hsing University, Taiwan [2]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0411.pdf,2,207,208
0113,0113,"Tuesday, June 23",OR2-1C Novel Application of MEMS/NEMS System 2,11:15-12:25,11:35,Rose 2,Delay Free and Mask Free Reservoir Computing Using CMOS-MEMS Vibro- Impact Resonator,"Nilabh Basu, Wei-Chang Li","National Taiwan University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0113.pdf,2,209,210
0246,0246,"Tuesday, June 23",OR2-1D Optical MEMS 2,11:15-12:25,11:35,Rose 3,Filter-Free Optical Sensor for Centroid Wavelength Detection,"R. Mibu, Y. J. Choi, T. Ide, Y. Kimura, Y. Noda, D. Akai, T. Hizawa, T. Noda, K. Takahashi, K. Sawada","Toyohashi University of Technology, Japan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0246.pdf,2,211,212
0254,0254,"Tuesday, June 23",OR2-1E Bio/Medical Sensors and MEMS/NEMS 4,11:15-12:25,11:35,Plum Blossom 2,A Microfluidic Lab-on-a-Chip for Real-Time Stiffness Monitoring in Frozen Shoulder Model,"Abdul Shamshad, Kin Fong Lei","Chang Gung University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0254.pdf,2,213,214
0320,0320,"Tuesday, June 23",OR2-1B Chemical Sensors and MEMS/NEMS 2,11:15-12:25,11:35,Rose 1,WS2/Ga2O3 Nanostructured Sensor for Enhanced Hydrogen Response and Fast Recovery,"I. Sharma, J. Choi","Chung-Ang University, Korea",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0320.pdf,2,215,216
0272,0272,"Tuesday, June 23",OR2-1A Actuator,11:15-12:25,11:45,Grand Ballroom 1,Novel Electrothermal Actuators with Large In-plane Displacement and Force for MEMS-based Pitch-tunable Diffraction Grating,"Y. N. Ho, S. Lin, A. Michael, C. Y. Kwok, C. Pulikkaseril","UNSW Sydney, Australia [1], Baraja Pty. Ltd., Australia [2]",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0272.pdf,2,217,218
0191,0191,"Tuesday, June 23",OR2-1C Novel Application of MEMS/NEMS System 2,11:15-12:25,11:47,Rose 2,An AlN-Based Differential Resonant Accelerometer for In-Sensor Physical Reservoir Computing,"Hsiang-Chun Hsiao, Zong-Xian Kuan, Yi Chiu","National Yang Ming Chiao Tung University, Taiwan",/home/tsai/YoshiNAS/Tasks/APCOT2026_Proceedings/APCOT_Abstract/0191.pdf,2,219,220
